Date,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6
2023-06-28 12:31:33.049376,4.548966248743021,3.109885153171141,3.749703743994673,4.528931559606595,4.900750430821155,2.032481570261129
2023/06/29 12:31:33.049376,3.7890173462883694,3.5711940577425225,2.6355706460018293,3.051594960715706,3.365643915656456,3.217820370698893
2023-06-30 12:31:33.049376,2.527063372971508,3.0342299740490404,2.532215389706042,3.1253819509221024,3.974957201763292,3.871062702076125
2023-07-01 12:31:33.049376,2.8082833498881907,2.1534768088034797,4.241311932804418,3.7826527204642266,3.526525829057818,2.779923615517445
2023-07-02 12:31:33.049376,2.2891425609788576,3.377950455373669,4.057922931535561,"2,474010409912863",2.7562448105077832,2.445903608297153
2023-07-03 12:31:33.049376,3.37839746807389,4.202783967581359,4.141805270963886,4.3287606722033285,3.934985985417935,4.638833243616499
2023-07-04 12:31:33.049376,3.1759236878924795,2.381493235169169,"2,0963545398838344",3.034361339619935,4.196853017410745,"4,500821135168008"
2023-07-05 12:31:33.049376,3.823626562831508,3.748997124147296,3.1911890316171183,4.958271424383089,,2.0355863573532362
2023-07-06 12:31:33.049376,4.787476964510303,3.41584389092357,2.028007610121845,3.595327776672358,4.583585574933071,4.332856033720829
2023-07-07 12:31:33.049376,2.6143472475452683,2.340900490462539,4.525831171059591,3.275164031315251,4.744636577744018,2.4850670334039573
2023-07-08 12:31:33.049376,2.7698326949060785,2.818204465451287,3.7668907185392975,3.015992467988777,3.8685980262987933,2.480698638867602
2023-07-09 12:31:33.049376,2.1954722788234804,"4,916795994481642",2.2914863521164763,3.3788138163685657,2.8256510831151065,3.4162272698986733
2023-07-10 12:31:33.049376,3.169270208580776,2.352156879279671,2.3039199244597395,4.869446845702883,4.274005218937776,2.0633629064479835
2023-07-11 12:31:33.049376,"2,9187999422064577",3.7887987271172228,2.4670443422030393,"2,446589359243222","3,353567071516732",3.1295753920168
2023-07-12 12:31:33.049376,3.429751615551059,2.251200249929359,4.1814948619182895,4.003089908235378,4.160464820879616,4.391358037900456
2023-07-13 12:31:33.049376,3.436953615390144,2.6108789703107123,4.152413274195398,"4,010676299849429",2.6344960474274526,3.1121846234726602
2023-07-14 12:31:33.049376,2.9352070206942127,4.891161136611316,2.3851181950941585,2.4018318378509846,4.8635127003579814,2.169404090985778
2023-07-15 12:31:33.049376,4.875072209600846,2.064053280125177,3.5114682829251445,3.43802770065895,3.357019933558504,2.1995625215066186
2023-07-16 12:31:33.049376,2.764559812269854,2.6830302668281028,2.1200175360543714,4.68880233770805,4.716658697067982,4.348574657440271
2023/07/17 12:31:33.049376,2.5615715749824193,4.097028517924257,3.81767278345608,2.005331548759014,4.210232065230582,3.3358055446806283
2023-07-18 12:31:33.049376,3.4258452762338263,4.106620475371356,3.534836037855125,4.338720618662724,2.2648250567302606,2.1038023715978014
2023-07-19 12:31:33.049376,4.224202232089365,4.51144331039455,3.484616115873642,3.806326019391457,2.2151912941859395,3.8976340210095484
2023-07-20 12:31:33.049376,3.8086019094549575,3.6522282029767843,3.4709382346568938,2.553253953838765,2.708039400908614,2.254286205284634
2023/07/21 12:31:33.049376,4.25514985679409,3.9480333372489955,3.042788952376974,4.0006511081978955,3.3553577224549516,2.5789277672538673
2023/07/22 12:31:33.049376,3.88382742273612,"2,7593354355333015",3.465950296628262,3.0050618997378944,2.89900019803055,"3,34726630537791"
2023-07-23 12:31:33.049376,3.0869779613143953,2.048358937179129,3.256698988867136,"4,653616810862819",3.975213081967972,3.080644198522013
2023/07/24 12:31:33.049376,3.326207500748775,2.0250449826582795,3.543715085039162,3.3961902175280483,4.808030933454164,3.175418577817116
2023-07-25 12:31:33.049376,3.6096678299725187,3.704223993835524,2.116404692957686,4.026826941542032,2.061172923807275,3.2984656959618475
2023-07-26 12:31:33.049376,3.5491178364752867,3.9135814258543653,2.274321323120098,4.06187402149373,4.926983549448773,"2,43179649241327"
2023/07/27 12:31:33.049376,2.580896214877983,4.601068649005278,4.876598957543862,2.177393338810634,2.0371390978791393,3.181924099166621
2023-07-28 12:31:33.049376,3.412305663114462,2.5524991448210073,4.10825718654748,4.446963772377182,4.89195556803642,4.672119297830239
